ID,post_author,post_date,post_date_gmt,post_content,post_title,post_excerpt,post_status,comment_status,ping_status,post_password,post_name,to_ping,pinged,post_modified,post_modified_gmt,post_content_filtered,post_parent,guid,menu_order,post_type,post_mime_type,comment_count
1135,3,2014-09-30 20:15:30,2014-10-01 04:15:30,,bottles,,inherit,open,open,,bottles,,,2014-09-30 20:15:30,2014-10-01 04:15:30,,1134,http://www.notesfromalaska.com/wp-content/uploads/2014/09/bottles.jpg,0,attachment,image/jpeg,0
1136,3,2014-09-30 20:15:36,2014-10-01 04:15:36,,New snow,,inherit,open,open,,new-snow,,,2014-09-30 20:15:36,2014-10-01 04:15:36,,1134,http://www.notesfromalaska.com/wp-content/uploads/2014/09/New-snow.jpg,0,attachment,image/jpeg,0
1137,3,2014-09-30 20:15:42,2014-10-01 04:15:42,,rugged,,inherit,open,open,,rugged,,,2014-09-30 20:15:42,2014-10-01 04:15:42,,1134,http://www.notesfromalaska.com/wp-content/uploads/2014/09/rugged.jpg,0,attachment,image/jpeg,0
1138,3,2014-09-30 20:15:47,2014-10-01 04:15:47,,new snow 2,,inherit,open,open,,new-snow-2,,,2014-09-30 20:15:47,2014-10-01 04:15:47,,1134,http://www.notesfromalaska.com/wp-content/uploads/2014/09/new-snow-2.jpg,0,attachment,image/jpeg,0
1139,3,2014-09-30 20:17:41,2014-10-01 04:17:41,,2 glaciers,,inherit,open,open,,2-glaciers,,,2014-09-30 20:17:41,2014-10-01 04:17:41,,1134,http://www.notesfromalaska.com/wp-content/uploads/2014/09/2-glaciers.jpg,0,attachment,image/jpeg,0
1140,3,2014-09-30 20:17:48,2014-10-01 04:17:48,,louiis and lady,,inherit,open,open,,louiis-and-lady,,,2014-09-30 20:17:48,2014-10-01 04:17:48,,1134,http://www.notesfromalaska.com/wp-content/uploads/2014/09/louiis-and-lady.jpg,0,attachment,image/jpeg,0
1141,3,2014-09-30 20:19:20,2014-10-01 04:19:20,,ghost riders,,inherit,open,open,,ghost-riders,,,2014-09-30 20:19:20,2014-10-01 04:19:20,,1134,http://www.notesfromalaska.com/wp-content/uploads/2014/09/ghost-riders.jpg,0,attachment,image/jpeg,0
1142,3,2014-09-30 20:26:33,2014-10-01 04:26:33,,side trail,,inherit,open,open,,side-trail,,,2014-09-30 20:26:33,2014-10-01 04:26:33,,1134,http://www.notesfromalaska.com/wp-content/uploads/2014/09/side-trail.jpg,0,attachment,image/jpeg,0
1143,3,2014-09-30 20:31:11,2014-10-01 04:31:11,"Last day of September.  If the weather holds it is also the last day of this sabbatical I have enjoyed for the last five months.  I would like to look sabbatical up in the dictionary to be sure I am using the word correctly.  However, the dictionary like almost everything else in the cabin is packed away for a long winter sleep.

Last night a list was created that had 28 chores on it that I need to get finished before I fly out tomorrow.  Good progress was made on the list today.  One of the chores was to go back over to the ranger station and retrieve Kae’s bottle collection.  .  Kae left Dry Bay yesterday.  She didn’t have room to pack away her collection so she asked me if I would adopt these bottles until such time she can retrieve them.

<a href=""http://www.notesfromalaska.com/wp-content/uploads/2014/09/bottles.jpg""><img class=""aligncenter size-full wp-image-1135"" src=""http://www.notesfromalaska.com/wp-content/uploads/2014/09/bottles.jpg"" alt=""bottles"" width=""437"" height=""336"" /></a>

On the way over there I noticed new snow on the mountains.  It rained at the cabin most of the morning.  Obviously at about two thousand feet the rain fell as snow.

<a href=""http://www.notesfromalaska.com/wp-content/uploads/2014/09/New-snow.jpg""><img class=""aligncenter size-full wp-image-1136"" src=""http://www.notesfromalaska.com/wp-content/uploads/2014/09/New-snow.jpg"" alt=""New snow"" width=""448"" height=""299"" /></a>

&nbsp;

<a href=""http://www.notesfromalaska.com/wp-content/uploads/2014/09/new-snow-2.jpg""><img class=""aligncenter size-full wp-image-1138"" src=""http://www.notesfromalaska.com/wp-content/uploads/2014/09/new-snow-2.jpg"" alt=""new snow 2"" width=""448"" height=""299"" /></a>

The weather started changing this afternoon.  The wind shifted around to the North and a breeze picked up.  The temperature will probably drop below freezing tonight.  The humidity is usually in the 90+ percent range.  Right now it is at 46% the lowest I have seen it in the five months I have been here.  The air is crystal clear and Mt Saint Elias even being 121 miles away stands out as clearly as those much closer.

I spent a lot of time walking around outside today ignoring the chore list.  As the weather changed the sky did too.  This picture with the descending clouds reminded me of stallions carrying in the winter weather.  Don’t know why it just did.

<a href=""http://www.notesfromalaska.com/wp-content/uploads/2014/09/ghost-riders.jpg""><img class=""aligncenter size-large wp-image-1141"" src=""http://www.notesfromalaska.com/wp-content/uploads/2014/09/ghost-riders-1024x602.jpg"" alt=""ghost riders"" width=""1024"" height=""602"" /></a>

It has been noted here before how the mountains surround this part of the coast.  I have read some of these peaks haven’t even been named.  I wonder if what I was looking at this afternoon has ever felt the pressure of a human’s foot on its surface.

<a href=""http://www.notesfromalaska.com/wp-content/uploads/2014/09/rugged.jpg""><img class=""aligncenter size-full wp-image-1137"" src=""http://www.notesfromalaska.com/wp-content/uploads/2014/09/rugged.jpg"" alt=""rugged"" width=""448"" height=""299"" /></a>

Back at the cabin I took this picture of the trail that runs along the side of the cabin.  Louis and I walk out that way most mornings.  He is usually in front on bear patrol and I am following whistling a tune form the movie “Oh Brother Where Art Thou”.  I bet the bears think it’s pretty ridiculous those two old creatures passing through their territory.  Sometimes it is hard to pinpoint where the sound of a honda is coming from.  I probably looked up that little trail 200 times this summer wondering if someone was coming by from that direction.

<a href=""http://www.notesfromalaska.com/wp-content/uploads/2014/09/side-trail.jpg""><img class=""aligncenter size-full wp-image-1142"" src=""http://www.notesfromalaska.com/wp-content/uploads/2014/09/side-trail.jpg"" alt=""side trail"" width=""448"" height=""299"" /></a>

Louis was Nancy’s dog.  Louis has always liked women more than men.  I think it has to do with the sound of a woman’s voice and the gentler touch they have when they scratch his back.  This evening in the clouds I saw Louis looking at a lady who was looking into the setting sun.  I don’t know if you can see them but to me they are as clear as the sky behind them.

<a href=""http://www.notesfromalaska.com/wp-content/uploads/2014/09/louiis-and-lady.jpg""><img class=""aligncenter size-full wp-image-1140"" src=""http://www.notesfromalaska.com/wp-content/uploads/2014/09/louiis-and-lady.jpg"" alt=""louiis and lady"" width=""398"" height=""336"" /></a>

I’m having a hard time leaving this place.  Tonight there were Lesser Canada geese out front ...just passing through …heading South.  Earlier Sandhill Cranes were circling above the cabin, catching thermals, gaining altitude to sail on down the coast.  While watching them, I saw two raptors, way up high, gliding in the same direction.  I will be following them all very soon.

Good night from Dry Bay

&nbsp;

&nbsp;

&nbsp;",September 30th,,inherit,open,open,,1134-revision-v1,,,2014-09-30 20:31:11,2014-10-01 04:31:11,,1134,http://www.notesfromalaska.com/2014/09/30/1134-revision-v1/,0,revision,,0
1145,3,2014-10-03 05:43:36,2014-10-03 13:43:36,"Two days ago Louis and I were closing up the cabin.  I got most of the chores on the list accomplished. Paul arrived exactly on time.  He brought along his wife Amy and a friend of her's.  They wanted to film some takeoffs and landings in a remote spot so they choose to do that right outside the cabin.

No problem getting everything loaded.  We flew the 100 miles back to Haines via a scenic route through the mountains.  He wanted to show the ladies some of the sights.  It was a perfect day to do that.

At Haines the plan was to load the fish into a freezer just like the one at the cabin. My truck has a 110 volt outlet in the bed.  I thought I would just plug the loaded freezer in and drive home with the fish still frozen.  Two things happened.  The first was the freezer wouldn't go into the truck unless I took the top off.  Second the 110 volt circuit couldn't handle the power requirements of the freezer.

We hit the road anyway about 3:30.  That night we made it through Canadian customs with no problem and stayed in Haines Junction., YT Yesterday we got about 550 miles closer to home and stayed in a neat cabin at Toad River, BC.  Along the way yesterday we saw Moose, Elk, Bison and a black bear grazing on the wide shoulders of the Alaska Highway.  In Whitehorse added some dry ice to the freezer.  That should keep the fish frozen for a few more days.

It is about 6:30 in the morning now.  Waiting for the resturant to open.  Louis has eaten.  I'll feed the truck, get something for myself then head South.  One time son Joe and I stopped at a state park and rented a couple of horses to ride back into a canyon.  Those old nags needed a lot of prompting to get them started.  Needed prompting until we turned around.  Those horses showed us what poor riders we were as they nearly ran back to the comfort of their corral.  I'm getting into that mode now.  I'm ready to head back to the barn in Boulder.",October 3rd,,publish,open,open,,october-3rd,,,2014-10-03 05:43:36,2014-10-03 13:43:36,,0,http://www.notesfromalaska.com/?p=1145,0,post,,1
1146,3,2014-10-03 05:43:36,2014-10-03 13:43:36,"Two days ago Louis and I were closing up the cabin.  I got most of the chores on the list accomplished. Paul arrived exactly on time.  He brought along his wife Amy and a friend of her's.  They wanted to film some takeoffs and landings in a remote spot so they choose to do that right outside the cabin.

No problem getting everything loaded.  We flew the 100 miles back to Haines via a scenic route through the mountains.  He wanted to show the ladies some of the sights.  It was a perfect day to do that.

At Haines the plan was to load the fish into a freezer just like the one at the cabin. My truck has a 110 volt outlet in the bed.  I thought I would just plug the loaded freezer in and drive home with the fish still frozen.  Two things happened.  The first was the freezer wouldn't go into the truck unless I took the top off.  Second the 110 volt circuit couldn't handle the power requirements of the freezer.

We hit the road anyway about 3:30.  That night we made it through Canadian customs with no problem and stayed in Haines Junction., YT Yesterday we got about 550 miles closer to home and stayed in a neat cabin at Toad River, BC.  Along the way yesterday we saw Moose, Elk, Bison and a black bear grazing on the wide shoulders of the Alaska Highway.  In Whitehorse added some dry ice to the freezer.  That should keep the fish frozen for a few more days.

It is about 6:30 in the morning now.  Waiting for the resturant to open.  Louis has eaten.  I'll feed the truck, get something for myself then head South.  One time son Joe and I stopped at a state park and rented a couple of horses to ride back into a canyon.  Those old nags needed a lot of prompting to get them started.  Needed prompting until we turned around.  Those horses showed us what poor riders we were as they nearly ran back to the comfort of their corral.  I'm getting into that mode now.  I'm ready to head back to the barn in Boulder.",October 3rd,,inherit,open,open,,1145-revision-v1,,,2014-10-03 05:43:36,2014-10-03 13:43:36,,1145,http://www.notesfromalaska.com/2014/10/03/1145-revision-v1/,0,revision,,0
1148,3,2014-10-04 18:28:01,2014-10-05 02:28:01,,nervous water,,inherit,open,open,,nervous-water,,,2014-10-04 18:28:01,2014-10-05 02:28:01,,1149,http://www.notesfromalaska.com/wp-content/uploads/2014/10/nervous-water.jpg,0,attachment,image/jpeg,0
1149,3,2014-10-04 19:06:04,2014-10-05 03:06:04,"Back in the good Ole USA tonight.  Barely.   Great Falls, Montana seems like a nice place.  I was very impressed with how clean and uncluttered Alberta is.  I drove half way around Calgary on the freeway.  There was not one big advertising sign to be seen.  The freeway was like a man made river for cars snaking around town with no junk along the banks of that stream.

It is clear and breezy her tonight.  The moon is out.  Last time I saw it I was standing in front of the cabin some 2,000 miles from here.  I know it is the same moon but it just doesn't seem the same.

In some correspondence lately I mentioned following Louis down a trail behind the cabin.  He is my scout on bear patrol and I follow up whistling a tune from a movie.  I have the soundtrack of that movie in the truck.  I must have played :""DOWN TO THE RIVER TO PRAY"" ten times today along with several others.  Sometimes this summer I would change the words to ""DOWN TO THE RIVER TO PLAY"".

<a href=""http://www.notesfromalaska.com/wp-content/uploads/2014/10/nervous-water.jpg""><img class=""aligncenter size-full wp-image-1148"" src=""http://www.notesfromalaska.com/wp-content/uploads/2014/10/nervous-water.jpg"" alt=""nervous water"" width=""560"" height=""420"" /></a>

Speaking of that, Bob Miller,  up in Yakutat,  posted a picture of some Silver Salmon swimming up the river near his cabin.  The ripples in the water are sometimes called ""nervous"" water.  That ripple could be mistaken for just that, a ripple caused by something under the surface.  In this case the ""ripple"" moves upstream.  As a sport fisherman, when you see that, you can be pretty sure of your heart rate going up.  If you cast a lure in front of that ripple you just might be lucky enough to catch one.

I'm honored to be able to report 2,360 times people have bothered to read what shows up here.  Well maybe they didn't read this stuff but they opened the web site anyway.  Those visits came from 35 different states.

This might be it for ""Notes From Alaska"" this season.  I'm having a hard time shutting this down.  This summer was filled with heart felt appreciation for the good fortune that has come my way.  I have grown to know some of the people very well and feel I can call them more than friends...dear friends.  Others have accepted me and my awkward and sometimes crude ways.  They have all enriched my life.  Thank you from the bottom of my heart.

John B. Guthrie",October 4th,,publish,open,open,,october-4th,,,2014-10-04 19:10:51,2014-10-05 03:10:51,,0,http://www.notesfromalaska.com/?p=1149,0,post,,4
1150,3,2014-10-04 19:06:04,2014-10-05 03:06:04,"Back in the good Ole USA tonight.  Barely.   Great Falls, Montana seems like a nice place.  I was very impressed with how clean and uncluttered Alberta is.  I drove half way around Calgary on the freeway.  There was not one big advertising sign to be seen.  The freeway was like a man made river for cars snaking around town with no junk along the banks of that stream.

It is clear and breezy her tonight.  The moon is out.  Last time I saw it I was standing in front of the cabin some 2,000 miles from here.  I know it is the same moon but it just doesn't seem the same.

In some correspondence lately I mentioned following Louis down a trail behind the cabin.  He is my scout on bear patrol and I follow up whistling a tune from a movie.  I have the soundtrack of that movie in the truck.  I must have played :""DOWN TO THE RIVER TO PRAY"" ten times today along with several others.  Sometimes this summer I would change the words to ""DOWN TO THE RIVER TO PLAY"".

<a href=""http://www.notesfromalaska.com/wp-content/uploads/2014/10/nervous-water.jpg""><img class=""aligncenter size-full wp-image-1148"" src=""http://www.notesfromalaska.com/wp-content/uploads/2014/10/nervous-water.jpg"" alt=""nervous water"" width=""560"" height=""420"" /></a>

Speaking of that, Bob Miller,  up in Yakutat,  posted a picture of some Silver Salmon swimming up the river near his cabin.  The ripples in the water are sometimes called ""nervous"" water.  That ripple could be mistaken for just that, a ripple caused by something under the surface.  In this case the ""ripple"" moves upstream.  As a sport fisherman, when you see that, you can be pretty sure of your heart rate going up.  If you cast a lure in front of that ripple you just might be lucky enough to catch one.

This might be it for ""Notes From Alaska"" this season.  I'm having a hard time shutting this down.  This summer was filled with heart felt appreciation for the good fortune that has come my way.  I have grown to know some of the people very well and feel I can call them more than friends...dear friends.  Others have accepted me and my awkward and sometimes crude ways.  They have all enriched my life.  Thank you from the bottom of my heart.

John B. Guthrie",October 4th,,inherit,open,open,,1149-revision-v1,,,2014-10-04 19:06:04,2014-10-05 03:06:04,,1149,http://www.notesfromalaska.com/2014/10/04/1149-revision-v1/,0,revision,,0
1151,3,2014-10-04 19:09:54,2014-10-05 03:09:54,"Back in the good Ole USA tonight.  Barely.   Great Falls, Montana seems like a nice place.  I was very impressed with how clean and uncluttered Alberta is.  I drove half way around Calgary on the freeway.  There was not one big advertising sign to be seen.  The freeway was like a man made river for cars snaking around town with no junk along the banks of that stream.

It is clear and breezy her tonight.  The moon is out.  Last time I saw it I was standing in front of the cabin some 2,000 miles from here.  I know it is the same moon but it just doesn't seem the same.

In some correspondence lately I mentioned following Louis down a trail behind the cabin.  He is my scout on bear patrol and I follow up whistling a tune from a movie.  I have the soundtrack of that movie in the truck.  I must have played :""DOWN TO THE RIVER TO PRAY"" ten times today along with several others.  Sometimes this summer I would change the words to ""DOWN TO THE RIVER TO PLAY"".

<a href=""http://www.notesfromalaska.com/wp-content/uploads/2014/10/nervous-water.jpg""><img class=""aligncenter size-full wp-image-1148"" src=""http://www.notesfromalaska.com/wp-content/uploads/2014/10/nervous-water.jpg"" alt=""nervous water"" width=""560"" height=""420"" /></a>

Speaking of that, Bob Miller,  up in Yakutat,  posted a picture of some Silver Salmon swimming up the river near his cabin.  The ripples in the water are sometimes called ""nervous"" water.  That ripple could be mistaken for just that, a ripple caused by something under the surface.  In this case the ""ripple"" moves upstream.  As a sport fisherman, when you see that, you can be pretty sure of your heart rate going up.  If you cast a lure in front of that ripple you just might be lucky enough to catch one.

I'm honored to be able to report 2,360 times people have bothered to read what shows up here.  Well maybe they didn't read this stuff but they opened the web site anyway.  Those visits came from 35 diffe

This might be it for ""Notes From Alaska"" this season.  I'm having a hard time shutting this down.  This summer was filled with heart felt appreciation for the good fortune that has come my way.  I have grown to know some of the people very well and feel I can call them more than friends...dear friends.  Others have accepted me and my awkward and sometimes crude ways.  They have all enriched my life.  Thank you from the bottom of my heart.

John B. Guthrie",October 4th,,inherit,open,open,,1149-autosave-v1,,,2014-10-04 19:09:54,2014-10-05 03:09:54,,1149,http://www.notesfromalaska.com/2014/10/04/1149-autosave-v1/,0,revision,,0
1152,3,2014-10-04 19:10:51,2014-10-05 03:10:51,"Back in the good Ole USA tonight.  Barely.   Great Falls, Montana seems like a nice place.  I was very impressed with how clean and uncluttered Alberta is.  I drove half way around Calgary on the freeway.  There was not one big advertising sign to be seen.  The freeway was like a man made river for cars snaking around town with no junk along the banks of that stream.

It is clear and breezy her tonight.  The moon is out.  Last time I saw it I was standing in front of the cabin some 2,000 miles from here.  I know it is the same moon but it just doesn't seem the same.

In some correspondence lately I mentioned following Louis down a trail behind the cabin.  He is my scout on bear patrol and I follow up whistling a tune from a movie.  I have the soundtrack of that movie in the truck.  I must have played :""DOWN TO THE RIVER TO PRAY"" ten times today along with several others.  Sometimes this summer I would change the words to ""DOWN TO THE RIVER TO PLAY"".

<a href=""http://www.notesfromalaska.com/wp-content/uploads/2014/10/nervous-water.jpg""><img class=""aligncenter size-full wp-image-1148"" src=""http://www.notesfromalaska.com/wp-content/uploads/2014/10/nervous-water.jpg"" alt=""nervous water"" width=""560"" height=""420"" /></a>

Speaking of that, Bob Miller,  up in Yakutat,  posted a picture of some Silver Salmon swimming up the river near his cabin.  The ripples in the water are sometimes called ""nervous"" water.  That ripple could be mistaken for just that, a ripple caused by something under the surface.  In this case the ""ripple"" moves upstream.  As a sport fisherman, when you see that, you can be pretty sure of your heart rate going up.  If you cast a lure in front of that ripple you just might be lucky enough to catch one.

I'm honored to be able to report 2,360 times people have bothered to read what shows up here.  Well maybe they didn't read this stuff but they opened the web site anyway.  Those visits came from 35 different states.

This might be it for ""Notes From Alaska"" this season.  I'm having a hard time shutting this down.  This summer was filled with heart felt appreciation for the good fortune that has come my way.  I have grown to know some of the people very well and feel I can call them more than friends...dear friends.  Others have accepted me and my awkward and sometimes crude ways.  They have all enriched my life.  Thank you from the bottom of my heart.

John B. Guthrie",October 4th,,inherit,open,open,,1149-revision-v1,,,2014-10-04 19:10:51,2014-10-05 03:10:51,,1149,http://www.notesfromalaska.com/2014/10/04/1149-revision-v1/,0,revision,,0
1157,3,2015-04-27 07:41:28,2015-04-27 15:41:28,"Yesterday Louis and I left the house in Boulder at 10:33 heading for Haines, Alaska.  At 10:36 we were back at the house looking for my passport.  This year we are traveling in a pickup with a camper on the back.

The weather yesterday was a preview of what we might expect up at the cabin in Dry Bay.  Low clouds, misting rain.  It was like that all day.  We ended up driving 642 miles and spent the night among a cluster of 18 wheelers in the parking lot of a casino in Northern Montana.  There was very little traffic. Eighty is the speed limit through Wyoming.  No construction zones all day.  This morning I hit fog and construction just a couple of miles outside the casino.

I'm typing this at a McDonalds in Great Falls.  Today I hope to get up into British Cloumbia before dark.  I may opt for a motel tonight in that the camper doesn't have a shower or a bathroom.  That isn't a big problem for me but Louis seems reluctant to get back in the cramped space of the truck can with me.  He is old, can't hear, his eyesight isn't what it used to be.  We share those traits.  His nose is still good.  That might explain why he is tending to keep a little distance between us.  He has been a little off his food the last couple of days.  I bought him an eggMcMuffin.

&nbsp;",April 27,,publish,open,open,,april-27,,,2015-04-27 07:41:28,2015-04-27 15:41:28,,0,http://www.notesfromalaska.com/?p=1157,0,post,,1
1158,3,2015-04-27 07:41:28,2015-04-27 15:41:28,"Yesterday Louis and I left the house in Boulder at 10:33 heading for Haines, Alaska.  At 10:36 we were back at the house looking for my passport.  This year we are traveling in a pickup with a camper on the back.

The weather yesterday was a preview of what we might expect up at the cabin in Dry Bay.  Low clouds, misting rain.  It was like that all day.  We ended up driving 642 miles and spent the night among a cluster of 18 wheelers in the parking lot of a casino in Northern Montana.  There was very little traffic. Eighty is the speed limit through Wyoming.  No construction zones all day.  This morning I hit fog and construction just a couple of miles outside the casino.

I'm typing this at a McDonalds in Great Falls.  Today I hope to get up into British Cloumbia before dark.  I may opt for a motel tonight in that the camper doesn't have a shower or a bathroom.  That isn't a big problem for me but Louis seems reluctant to get back in the cramped space of the truck can with me.  He is old, can't hear, his eyesight isn't what it used to be.  We share those traits.  His nose is still good.  That might explain why he is tending to keep a little distance between us.  He has been a little off his food the last couple of days.  I bought him an eggMcMuffin.

&nbsp;",April 27,,inherit,open,open,,1157-revision-v1,,,2015-04-27 07:41:28,2015-04-27 15:41:28,,1157,http://www.notesfromalaska.com/2015/04/27/1157-revision-v1/,0,revision,,0
1160,3,2015-04-28 05:58:43,2015-04-28 13:58:43,"Here we are at another McDonalds.  My breakfast is being digested and good ole Louis is waiting for his share in the truck outside.

Perfect driving weather yesterday (750 miles).  One scare though.  I was just behind the rush hour traffic in Edmonton so I went through that city without stopping.  My plan was to get to Whitehouse  then start looking for a place to stop.  As we rolled along, consuming huge amounts of fuel, I heard a ""ding"". The tiny gas pump on the dash was glowing and the fuel gauge needle was in the red.  It was sixty miles to Whitehouse and the truck said I had 29 miles of fuel left.  I slowed down.  I fussed at myself for leaving the rosary at home.  I started looking for friendly farmsteads where I could maybe beg for a few gallons of unleaded. Everyplace I passed looked like they only had diesel.  Cars and trucks I had zoomed past were passing me now.  Finally I saw a tiny place across the divided highway that had fuel pumps outside.  I told the lady behind the counter how happy I was to see her.

&nbsp;

I have not calculated the cost per gallon of fuel up here but it must be expensive.  It took $98.00 to fill the truck up.  The beast has a 31 gallon tank but with the big engine and carrying the camper at eighty miles an hour I am only getting about 11 miles per gallon.  I hope my accountant lets me write off part of the expense for hauling ""freight"" to Alaska.

&nbsp;

&nbsp;",April 28,,publish,open,open,,april-28,,,2015-04-28 05:58:43,2015-04-28 13:58:43,,0,http://www.notesfromalaska.com/?p=1160,0,post,,1
1161,3,2015-04-28 05:58:43,2015-04-28 13:58:43,"Here we are at another McDonalds.  My breakfast is being digested and good ole Louis is waiting for his share in the truck outside.

Perfect driving weather yesterday (750 miles).  One scare though.  I was just behind the rush hour traffic in Edmonton so I went through that city without stopping.  My plan was to get to Whitehouse  then start looking for a place to stop.  As we rolled along, consuming huge amounts of fuel, I heard a ""ding"". The tiny gas pump on the dash was glowing and the fuel gauge needle was in the red.  It was sixty miles to Whitehouse and the truck said I had 29 miles of fuel left.  I slowed down.  I fussed at myself for leaving the rosary at home.  I started looking for friendly farmsteads where I could maybe beg for a few gallons of unleaded. Everyplace I passed looked like they only had diesel.  Cars and trucks I had zoomed past were passing me now.  Finally I saw a tiny place across the divided highway that had fuel pumps outside.  I told the lady behind the counter how happy I was to see her.

&nbsp;

I have not calculated the cost per gallon of fuel up here but it must be expensive.  It took $98.00 to fill the truck up.  The beast has a 31 gallon tank but with the big engine and carrying the camper at eighty miles an hour I am only getting about 11 miles per gallon.  I hope my accountant lets me write off part of the expense for hauling ""freight"" to Alaska.

&nbsp;

&nbsp;",April 28,,inherit,open,open,,1160-revision-v1,,,2015-04-28 05:58:43,2015-04-28 13:58:43,,1160,http://www.notesfromalaska.com/2015/04/28/1160-revision-v1/,0,revision,,0
1162,3,2015-04-28 20:03:09,2015-04-29 04:03:09,,image,,inherit,open,open,,image-51,,,2015-04-28 20:03:09,2015-04-29 04:03:09,,1160,http://www.notesfromalaska.com/wp-content/uploads/2015/04/image.jpg,0,attachment,image/jpeg,0
1163,3,2015-04-28 20:03:14,2015-04-29 04:03:14,,image,,inherit,open,open,,image-52,,,2015-04-28 20:03:14,2015-04-29 04:03:14,,1160,http://www.notesfromalaska.com/wp-content/uploads/2015/04/image1.jpg,0,attachment,image/jpeg,0
1164,3,2015-04-28 20:03:21,2015-04-29 04:03:21,,image,,inherit,open,open,,image-53,,,2015-04-28 20:03:21,2015-04-29 04:03:21,,1160,http://www.notesfromalaska.com/wp-content/uploads/2015/04/image2.jpg,0,attachment,image/jpeg,0
1165,3,2015-04-28 20:04:02,2015-04-29 04:04:02,"<a href=""http://www.notesfromalaska.com/wp-content/uploads/2015/04/image.jpg""><img class=""aligncenter size-large wp-image-1162"" src=""http://www.notesfromalaska.com/wp-content/uploads/2015/04/image-1024x765.jpg"" alt=""image"" width=""1024"" height=""765"" /></a>Here we are at another McDonalds.  My breakfast is being digested and good ole Louis is waiting for his share in the truck outside.

Perfect driving weather yesterday (750 miles).  One scare though.  I was just behind the rush hour traffic in Edmonton so I went through that city without stopping.  My plan was to get to Whitehouse  then start looking for a place to stop.  As we rolled along, consuming huge amounts of fuel, I heard a ""ding"". The tiny gas pump on the dash was glowing and the fuel gauge needle was in the red.  It was sixty miles to Whitehouse and the truck said I had 29 miles of fuel left.  I slowed down.  I fussed at myself for leaving the rosary at home.  I started looking for friendly farmsteads where I could maybe beg for a few gallons of unleaded. Everyplace I passed looked like they only had diesel.  Cars and trucks I had zoomed past were passing me now.  Finally I saw a tiny place across the divided highway that had fuel pumps outside.  I told the lady behind the counter how happy I was to see her.

&nbsp;

I have not calculated the cost per gallon of fuel up here but it must be expensive.  It took $98.00 to fill the truck up.  The beast has a 31 gallon tank but with the big engine and carrying the camper at eighty miles an hour I am only getting about 11 miles per gallon.  I hope my accountant lets me write off part of the expense for hauling ""freight"" to Alaska.

&nbsp;

&nbsp;",April 28,,inherit,open,open,,1160-autosave-v1,,,2015-04-28 20:04:02,2015-04-29 04:04:02,,1160,http://www.notesfromalaska.com/2015/04/28/1160-autosave-v1/,0,revision,,0
1166,3,2015-04-28 20:34:14,2015-04-29 04:34:14,"I am cheating a little here in that it is the night before the 29th. I have internet at the campground we are staying in.   When I leave here in the morning I won't have access for several hundred miles.  If I have a really good day tomorrow Louis and I will be in Haines tomorrow night. It will be a 700 mile day but with no problems we should make it OK.

<a href=""http://www.notesfromalaska.com/wp-content/uploads/2015/04/image1.jpg""><img class=""aligncenter size-large wp-image-1163"" src=""http://www.notesfromalaska.com/wp-content/uploads/2015/04/image1-1024x765.jpg"" alt=""image"" width=""1024"" height=""765"" /></a>

&nbsp;

That's Louis looking discussed with the situation in the next paragraph.

The above is the start of the Alaska Highway.  This same picture appeared hear last year but with a different truck.  Last years truck never ran out of gas.  I did hear the same ""ding"" I heard yesterday again today.  This time I was about twenty miles from a gas station.  I ran out.  Fortunately for me About five minutes after I rolled off the side of the road two angles disguised as business men came along, gave me a lift to town, helped me buy a gas can and then took me back to the truck.  I owe them a huge thanks.  I promised I will return the favor for some other stranger.  Thank you again Jim and Tony.

On the road today interesting sights were caribou, a black bear, a couple of moose pizzas (runover during the winter) a coyote.  There was quite a bit of snow along the road at higher elevations.  The wind was fairly strong.  I saw agree that had been blown onto the power line.  There were lots of sparks and then an explosion of blue flame.  The top of the tree was on fire.

&nbsp;

&nbsp;

<a href=""http://www.notesfromalaska.com/wp-content/uploads/2015/04/image.jpg""><img class=""aligncenter size-large wp-image-1162"" src=""http://www.notesfromalaska.com/wp-content/uploads/2015/04/image-1024x765.jpg"" alt=""image"" width=""1024"" height=""765"" /></a>

&nbsp;

&nbsp;

&nbsp;

B",April29,,publish,open,open,,april29,,,2015-04-28 20:34:14,2015-04-29 04:34:14,,0,http://www.notesfromalaska.com/?p=1166,0,post,,1
